Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,species_100_abundance_10000000_dominance_1_A10000000_R75,species_100_abundance_10000000_dominance_1_A10000000_R150,species_100_abundance_10000000_dominance_1_A10000000_R300,species_100_abundance_10000000_dominance_1_A10000000_R1000
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii,1830,21,13,11,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia nevei,Serratia nevei,1837,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella contaminans,Rahnella contaminans,1723,5,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella aceris,Duganella aceris,685,9,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella aceris,Rahnella aceris,1722,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus rhizovicinus,Paenibacillus rhizovicinus,1390,5,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus chosunense,Streptococcus chosunense,1959,773,538,345,168
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,Ideonella livida,Ideonella livida,910,3,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brassicae,Pseudomonas brassicae,1641,2,1,0,0
Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Sodalinema,Sodalinema gerasimenkoae,Sodalinema gerasimenkoae,1871,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum galbum,Noviherbaspirillum galbum,1349,2,0,0,0
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Pyxidicoccus,Pyxidicoccus caerfyrddinensis,Pyxidicoccus caerfyrddinensis,1720,3,5,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella canadensis,Shewanella canadensis,1844,0,11,0,918
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria farberi,Listeria farberi,1146,231,194,192,136
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria swaminathanii,Listeria swaminathanii,1156,175,140,102,82
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria immobilis,Listeria immobilis,1149,352,350,361,332
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria rustica,Listeria rustica,1154,5,3,7,2
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,Vescimonas coprocola,2177,1,5,3,2
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus coleopterorum,Tessaracoccus coleopterorum,2097,2,0,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter shaoyimingii,Acinetobacter shaoyimingii,60,18,28,19,10
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tumuqii,Pseudomonas tumuqii,1696,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sabulosicollis,Streptomyces sabulosicollis,2066,5,3,9,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas typographi,Pseudomonas typographi,1697,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga crocea,Hydrogenophaga crocea,901,20,2,5,6
Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,Cardiobacterium hominis,423,0,2,6,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus argentoratensis,Lactiplantibacillus argentoratensis,993,1632,1259,1277,25546
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium rouxii,Corynebacterium rouxii,585,5127,3445,2549,1548
Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Dethiosulfovibrio,Dethiosulfovibrio faecalis,Dethiosulfovibrio faecalis,670,0,0,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus angelensis,Secundilactobacillus angelensis,1819,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus canis,Staphylococcus canis,1906,13,12,30,16
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tohonis,Pseudomonas tohonis,1693,14,12,12,8
Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas huaxiensis,Brevundimonas huaxiensis,360,0,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera sichuanensis,Kluyvera sichuanensis,955,8,0,0,0
Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena faecalis,Faecalicatena faecalis,780,2,0,0,0
Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,Flammeovirga agarivorans,Flammeovirga agarivorans,795,0,2,8,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia forsythiae,Massilia forsythiae,1213,4,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella dendranthematis,Duganella dendranthematis,688,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Azohydromonas,Azohydromonas caseinilytica,Azohydromonas caseinilytica,193,4,0,1,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia antibiotica,Paraburkholderia antibiotica,1439,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia polaris,Massilia polaris,1219,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia polaris,Paraburkholderia polaris,1479,3,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia alba,Niallia alba,1331,4,2,6,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Sediminibacillus,Sediminibacillus dalangtanensis,Sediminibacillus dalangtanensis,1824,9,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus absianus,Lacticaseibacillus absianus,977,1,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter geminorum,Acinetobacter geminorum,39,211,152,1144,100
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,2242,10161,10886,12138,9536
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter terrae,Acinetobacter terrae,64,1,0,0,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus faecalis,Peptoniphilus faecalis,1530,42,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula mediterranea,Parvularcula mediterranea,1498,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sabiae,Paraburkholderia sabiae,1480,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pecoris,Trueperella pecoris,2139,2,0,2,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium wankanglinii,Corynebacterium wankanglinii,606,2,0,2,0
Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Mariniplasma,Mariniplasma anaerobium,Mariniplasma anaerobium,1203,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas soli,Caenimonas soli,408,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix subterranea,Thiothrix subterranea,2122,5,0,0,0
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter bilis,Turicibacter bilis,2145,9,10,0,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces brasiliscabiei,Streptomyces brasiliscabiei,2051,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus fluvialis,Vagococcus fluvialis,2158,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus endophyticus,Neobacillus endophyticus,1322,200,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus salmoninarum,Vagococcus salmoninarum,2160,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Chitinibacter,Chitinibacter bivalviorum,Chitinibacter bivalviorum,441,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas ceruminis,Pseudomonas ceruminis,1647,10,2,4,2
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vicugnae,Streptococcus vicugnae,2044,3,0,0,0
Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus niger,Peptococcus niger,1526,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus caledonicus,Staphylococcus caledonicus,1905,0,0,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Calidifontibacillus,Calidifontibacillus erzurumensis,Calidifontibacillus erzurumensis,409,7,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus singaporensis,Staphylococcus singaporensis,1939,451,367,310,236
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus borealis,Staphylococcus borealis,1903,107,106,128,110
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus urinaemulieris,Limosilactobacillus urinaemulieris,1135,167,126,193,108
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus portuensis,Limosilactobacillus portuensis,1131,5,1,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,NA,Motilimonas,Motilimonas cestriensis,Motilimonas cestriensis,1281,0,0,3,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas phenolilytica,Pseudomonas phenolilytica,1683,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus heinhorstiae,Thiomicrorhabdus heinhorstiae,2119,50,51,27,8
Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus cannonii,Thiomicrorhabdus cannonii,2118,1,1,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vaginalis,Streptococcus vaginalis,2041,735,856,601,412
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium quebecense,Bradyrhizobium quebecense,349,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia lactis,Facklamia lactis,778,213,1246,132,54
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium incognita,Corynebacterium incognita,556,1,9,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium haemomassiliense,Corynebacterium haemomassiliense,551,166,204,142,102
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas,Rugamonas brunnea,Rugamonas brunnea,1796,8,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Flaviflexus,Flaviflexus equikiangi,Flaviflexus equikiangi,799,4,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus balticus,Limosilactobacillus balticus,1120,10725,9796,7210,5248
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus agrestis,Limosilactobacillus agrestis,1115,1204,626,372,180
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus albertensis,Limosilactobacillus albertensis,1116,729,554,403,486
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus rudii,Limosilactobacillus rudii,1133,47,15,10,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fastidiosus,Limosilactobacillus fastidiosus,1123,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Aquariibacter,Aquariibacter albus,Aquariibacter albus,154,1,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola faecium,Phocaeicola faecium,1555,6,1,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia whittamii,Escherichia whittamii,771,8287,5711,3967,2726
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas avium,Comamonas avium,486,4,7,1,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus avistercoris,Limosilactobacillus avistercoris,1119,27,13,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina gallistercoris,Sporosarcina gallistercoris,1897,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas carbonaria,Pseudomonas carbonaria,1644,21,5,7,10
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lujinxingii,Corynebacterium lujinxingii,564,0,4,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Serpens gallinarum,Serpens gallinarum,1829,2,3,1,2
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces trachealis,Actinomyces trachealis,80,15,11,10,6
Bacteria,Bacillota,Clostridia,Eubacteriales,Acutalibacteraceae,Hydrogeniiclostridium,Hydrogeniiclostridium mannosilyticum,Hydrogeniiclostridium mannosilyticum,897,4,0,0,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium hominis,Fusobacterium hominis,819,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella glucosivorans,Eikenella glucosivorans,709,7,2,0,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces polyasparticus,Streptomyces polyasparticus,2063,0,2,11,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas parva,Parvimonas parva,1497,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Gulosibacter,Gulosibacter hominis,Gulosibacter hominis,859,8,1,2,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans radicicola,Limnohabitans radicicola,1114,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides malaquae,Nocardioides malaquae,1339,81,54,28,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium arenosum,Photobacterium arenosum,1558,3,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas colpomeniae,Marinomonas colpomeniae,1206,0,2,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Jonesiaceae,Flavimobilis,Flavimobilis rhizosphaerae,Flavimobilis rhizosphaerae,801,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Rodentibacter,Rodentibacter haemolyticus,Rodentibacter haemolyticus,1763,10,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter aquaticus,Ramlibacter aquaticus,1737,9,0,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oriscaviae,Streptococcus oriscaviae,2001,146,124,101,144
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquamicrobium,Aquamicrobium zhengzhouense,Aquamicrobium zhengzhouense,153,0,0,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus durrellii,Staphylococcus durrellii,1916,42,12,15,12
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia youngii,Paraburkholderia youngii,1489,12,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter caeni,Diaphorobacter caeni,673,3,0,5,2
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella laticis,Rahnella laticis,1725,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus alveayuensis,Bacillus alveayuensis,201,0,35,132,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia soli,Massilia soli,1221,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella piotii,Gardnerella piotii,830,360,412,330,278
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella leopoldii,Gardnerella leopoldii,829,4680,4531,4117,2858
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella swidsinskii,Gardnerella swidsinskii,831,43216,43781,44358,44240
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia domus,Paraburkholderia domus,1453,0,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia nemoris,Paraburkholderia nemoris,1472,0,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia haematera,Paraburkholderia haematera,1463,3,3,0,0
Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Penaeicola,Penaeicola halotolerans,Penaeicola halotolerans,1524,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter algicola,Ramlibacter algicola,1735,2,0,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus bambusae,Metabacillus bambusae,1239,0,0,2,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella bonacorsii,Kingella bonacorsii,928,83,51,21,38
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas fluminis,Comamonas fluminis,490,70,37,4,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter vonholyi,Enterobacter vonholyi,736,2,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter dykesii,Enterobacter dykesii,722,11,0,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus foraminis,Mesobacillus foraminis,1231,0,0,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus wangkuiensis,Levilactobacillus wangkuiensis,1100,1,1,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus andaensis,Levilactobacillus andaensis,1082,2,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus mingshuiensis,Lacticaseibacillus mingshuiensis,984,2,0,0,0
Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Catonella,Catonella massiliensis,Catonella massiliensis,427,7,7,7,6
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tenebrionibacter,Tenebrionibacter intestinalis,Tenebrionibacter intestinalis,2089,39,20,4,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella illustrans,Prevotella illustrans,1598,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum pedocola,Noviherbaspirillum pedocola,1350,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter courvalinii,Acinetobacter courvalinii,36,2,3,1,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas oleicola,Roseomonas oleicola,1782,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,308,107,101,53,20
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium flavescens,Corynebacterium flavescens,543,5,1,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus fusiformis,Lysinibacillus fusiformis,1177,348,14,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,Staphylococcus lugdunensis,1925,207,129,125,118
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis,1997,2021,1324,909,444
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Belnapia,Belnapia mucosa,Belnapia mucosa,256,5,2,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudokroppenstedtii,Corynebacterium pseudokroppenstedtii,579,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas saliphila,Luteimonas saliphila,1173,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax gelatinosus,Rubrivivax gelatinosus,1792,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas insulae,Pseudomonas insulae,1663,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium colobi,Bifidobacterium colobi,281,9,7,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium santillanense,Bifidobacterium santillanense,318,5,3,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria weaveri,Neisseria weaveri,1316,6,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,Robbsia andropogonis,1761,0,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,Trinickia caryophylli,Trinickia caryophylli,2136,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,Burkholderia gladioli,374,5,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia syzygii,Ralstonia syzygii,1734,66,11,3,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus suaedaesalsae,Bacillus suaedaesalsae,239,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas bonasiae,Xanthomonas bonasiae,2213,4,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas capsici,Pseudomonas capsici,1643,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces durocortorensis,Streptomyces durocortorensis,2056,8,5,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Bowmanella,Bowmanella yangjiangensis,Bowmanella yangjiangensis,342,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea pacifica,Amphritea pacifica,117,0,0,8,0
Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus pacificus,Algoriphagus pacificus,102,0,0,4,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides heparinolyticus,Bacteroides heparinolyticus,251,5,4,0,0
