"superkingdom","phylum","class","order","family","genus","species","taxid","nb","tax_abundance","sample"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri",108981,1,0.12103584910375,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri",108981,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus equinus",1335,1,0.00100518746694484,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus equinus",1335,1,0.0105230738088755,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus equinus",1335,1,0.119094598032415,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus equinus",1335,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas psychrophila",122355,1,0.00100069133227095,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas psychrophila",122355,1,0.010476004820668,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas psychrophila",122355,1,0.11856189605463,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas psychrophila",122355,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Atlantibacter","Atlantibacter hermannii",565,1,0.000980393356118763,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Atlantibacter","Atlantibacter hermannii",565,1,0.0102635100291547,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Atlantibacter","Atlantibacter hermannii",565,1,0.116156992103665,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Atlantibacter","Atlantibacter hermannii",565,1,0.2,"healthy_stool_500_100"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni",197,1,0.000960437742118924,"healthy_stool_500_1"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni",197,1,0.010054599347389,"healthy_stool_500_10"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni",197,1,0.113792651216065,"healthy_stool_500_50"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni",197,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens",29347,1,0.000958782437731841,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens",29347,1,0.0100372703507449,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens",29347,1,0.113596530773775,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens",29347,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas diminuta",293,1,0.000957853960438415,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas diminuta",293,1,0.0100275503379016,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas diminuta",293,1,0.113486524796105,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas diminuta",293,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium pyruvativorans",155865,1,0.000947423548457155,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium pyruvativorans",155865,1,0.00991835678073421,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium pyruvativorans",155865,1,0.112250729719993,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium pyruvativorans",155865,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes caccae",105841,1,0.000923649876279342,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes caccae",105841,1,0.00966947573589239,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes caccae",105841,1,0.109434025349039,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes caccae",105841,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter pasteurii",1563222,1,0.00092074256790471,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter pasteurii",1563222,1,0.00963903980068878,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter pasteurii",1563222,1,0.109089567490561,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter pasteurii",1563222,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",1311,1,0.000900989712072764,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",1311,1,0.0094322517470261,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",1311,1,0.10674924938806,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",1311,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter amalonaticus",35703,1,0.000855067756964706,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter amalonaticus",35703,1,0.00895150547934857,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter amalonaticus",35703,1,0.101308416743102,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter amalonaticus",35703,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces graevenitzii",55565,1,0.000844966411518226,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces graevenitzii",55565,1,0.00884575684320078,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces graevenitzii",55565,1,0.100111609465757,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces graevenitzii",55565,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pullorum",78448,1,0.000841768815493374,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pullorum",78448,1,0.00881228195410099,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pullorum",78448,1,0.0997327583302499,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pullorum",78448,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter variabilis",70346,1,0.000826489934972706,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter variabilis",70346,1,0.0086523309074324,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter variabilis",70346,1,0.0979225167645399,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter variabilis",70346,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus","Anaeroglobus geminatus",156456,1,0.000821143988742671,"healthy_stool_500_1"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus","Anaeroglobus geminatus",156456,1,0.00859636543968943,"healthy_stool_500_10"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus","Anaeroglobus geminatus",156456,1,0.0972891291246164,"healthy_stool_500_50"
"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus","Anaeroglobus geminatus",156456,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus christensenii",87541,1,0.000819128594713147,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus christensenii",87541,1,0.0085752667483268,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus christensenii",87541,1,0.0970503452661659,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus christensenii",87541,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium aurimucosum",169292,1,0.000817173030962681,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium aurimucosum",169292,1,0.00855479440624055,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium aurimucosum",169292,1,0.0968186500984015,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium aurimucosum",169292,1,0.2,"healthy_stool_500_100"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter cinaedi",213,1,0.000816742031359882,"healthy_stool_500_1"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter cinaedi",213,1,0.00855028237163904,"healthy_stool_500_10"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter cinaedi",213,1,0.0967675852710578,"healthy_stool_500_50"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter cinaedi",213,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",417368,1,0.000810476471581466,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",417368,1,0.00848468968353819,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",417368,1,0.0960252418298623,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",417368,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera georgiana",73098,1,0.000802563363192877,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera georgiana",73098,1,0.00840184919221786,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera georgiana",73098,1,0.0950876968507249,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera georgiana",73098,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola sartorii",671267,1,0.000795867911779797,"healthy_stool_500_1"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola sartorii",671267,1,0.00833175606857623,"healthy_stool_500_10"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola sartorii",671267,1,0.094294419854236,"healthy_stool_500_50"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola sartorii",671267,1,0.2,"healthy_stool_500_100"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter fennelliae",215,1,0.000779117649581719,"healthy_stool_500_1"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter fennelliae",215,1,0.00815640146933503,"healthy_stool_500_10"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter fennelliae",215,1,0.0923098490064907,"healthy_stool_500_50"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter fennelliae",215,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster aldenensis",358742,1,0.000775530048774912,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster aldenensis",358742,1,0.00811884371087873,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster aldenensis",358742,1,0.0918847901094811,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster aldenensis",358742,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus duerdenii",507750,1,0.000771552443186136,"healthy_stool_500_1"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus duerdenii",507750,1,0.00807720308306579,"healthy_stool_500_10"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus duerdenii",507750,1,0.0914135234509676,"healthy_stool_500_50"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus duerdenii",507750,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Aedoeadaptatus","Aedoeadaptatus coxii",755172,1,0.000770805672666123,"healthy_stool_500_1"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Aedoeadaptatus","Aedoeadaptatus coxii",755172,1,0.00806938531617273,"healthy_stool_500_10"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Aedoeadaptatus","Aedoeadaptatus coxii",755172,1,0.0913250460894523,"healthy_stool_500_50"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Aedoeadaptatus","Aedoeadaptatus coxii",755172,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici",1254,1,0.0007647173877886,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici",1254,1,0.00800564847777944,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici",1254,1,0.0906037061762129,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici",1254,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudoglutamicibacter","Pseudoglutamicibacter albus",98671,1,0.0007381649315393,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudoglutamicibacter","Pseudoglutamicibacter albus",98671,1,0.00772767698877195,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudoglutamicibacter","Pseudoglutamicibacter albus",98671,1,0.0874577715045491,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudoglutamicibacter","Pseudoglutamicibacter albus",98671,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lentilactobacillus","Lentilactobacillus parabuchneri",152331,1,0.00072614680122692,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lentilactobacillus","Lentilactobacillus parabuchneri",152331,1,0.00760186197766139,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lentilactobacillus","Lentilactobacillus parabuchneri",152331,1,0.08603386358118,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lentilactobacillus","Lentilactobacillus parabuchneri",152331,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter xylosoxidans",85698,1,0.000715930227094866,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter xylosoxidans",85698,1,0.00749490703920377,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter xylosoxidans",85698,1,0.0848234040106647,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter xylosoxidans",85698,1,0.2,"healthy_stool_500_100"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio fairfieldensis",44742,1,0.00070935111233549,"healthy_stool_500_1"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio fairfieldensis",44742,1,0.00742603181693265,"healthy_stool_500_10"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio fairfieldensis",44742,1,0.0840439105793961,"healthy_stool_500_50"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio fairfieldensis",44742,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides gordonii",574930,1,0.000705634987225531,"healthy_stool_500_1"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides gordonii",574930,1,0.00738712856743833,"healthy_stool_500_10"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides gordonii",574930,1,0.0836036241246179,"healthy_stool_500_50"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides gordonii",574930,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum",1694,1,0.000702756486022289,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum",1694,1,0.00735699420781215,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum",1694,1,0.0832625793394318,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum",1694,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus pullicaecorum",501571,1,0.000697506933019613,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus pullicaecorum",501571,1,0.00730203785834764,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus pullicaecorum",501571,1,0.0826406123678342,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus pullicaecorum",501571,1,0.2,"healthy_stool_500_100"
"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Debaryomycetaceae","Candida","Candida albicans",5476,1,0.000669889719396832,"healthy_stool_500_1"
"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Debaryomycetaceae","Candida","Candida albicans",5476,1,0.00701291967203428,"healthy_stool_500_10"
"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Debaryomycetaceae","Candida","Candida albicans",5476,1,0.079368525256385,"healthy_stool_500_50"
"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Debaryomycetaceae","Candida","Candida albicans",5476,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter othiniensis",1577792,1,0.000651002186674869,"healthy_stool_500_1"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter othiniensis",1577792,1,0.00681519048475655,"healthy_stool_500_10"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter othiniensis",1577792,1,0.0771307306247199,"healthy_stool_500_50"
"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter othiniensis",1577792,1,0.2,"healthy_stool_500_100"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",564,1,0.000641660907365968,"healthy_stool_500_1"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",564,1,0.00671739880422987,"healthy_stool_500_10"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",564,1,0.0760239759734871,"healthy_stool_500_50"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",564,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",37734,1,0.000640524132063993,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",37734,1,0.00670549816798025,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",37734,1,0.0758892908504687,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",37734,1,0.2,"healthy_stool_500_100"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces naeslundii",1655,1,0.000632423777061335,"healthy_stool_500_1"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces naeslundii",1655,1,0.00662069743540631,"healthy_stool_500_10"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces naeslundii",1655,1,0.0749295608949277,"healthy_stool_500_50"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces naeslundii",1655,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc pseudomesenteroides",33968,1,0.000614994330399218,"healthy_stool_500_1"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc pseudomesenteroides",33968,1,0.00643823261197315,"healthy_stool_500_10"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc pseudomesenteroides",33968,1,0.0728645202807015,"healthy_stool_500_50"
"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc pseudomesenteroides",33968,1,0.2,"healthy_stool_500_100"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus octavius",54007,1,0.000611297040747479,"healthy_stool_500_1"
"Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus octavius",54007,1,0.00639952654651026,"healthy_stool_500_10"
