Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Run_mock__10eb-90gr-2,Run_mock__50eb-50gr-1,Run_mock__5eb-95gr-2,Run_mock__95eb-5gr-1,Run_mock__ec-Bl-Rp-Rm-Cn-2,Run_mock__vaio-Mock-10-4-1,Run_mock__vaio-Mock-10-4-2,Run_mock__vaio-Mock-10-5-1,Run_mock__vaio-Mock-10-6-3,Run_newprimers__vaio-Mock-Newprimer-4
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas sp. MWYL1,Marinomonas sp. MWYL1,1290,0,0,0,3,3,4,1,2,2,11
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marinovum,Marinovum algicola,Marinovum algicola,1291,1,4,1,10,10,25,42,24,38,8
NA,Bacteroidota,Cytophagia,Cytophagales,Marivirgaceae,Marivirga,Marivirga tractuosa,Marivirga tractuosa,1292,0,0,0,0,0,2,4,2,4,4
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,Martelella endophytica,Martelella endophytica,1293,0,0,0,0,0,4,6,4,7,12
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Martelella,Martelella sp. AD-3,Martelella sp. AD-3,1294,0,0,0,0,0,13,11,17,17,24
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. NR 4-1,Massilia sp. NR 4-1,1295,13,7,9,20,74,44,73,53,53,26
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. WG5,Massilia sp. WG5,1296,5,3,1,17,33,36,37,41,50,27
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,g_Megasphaera,Megasphaera,1297,0,0,0,0,0,0,0,0,0,1
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii,1298,0,1,0,2,0,0,0,1,0,1
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus ruber,Meiothermus ruber,1299,2,0,0,0,0,0,1,1,0,0
NA,Deinococcota,Deinococci,Thermales,Thermaceae,Allomeiothermus,Allomeiothermus silvanus,Meiothermus silvanus,1300,1,0,0,0,0,0,1,0,0,0
NA,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,Melioribacter roseus,Melioribacter roseus,1301,1,1,0,2,0,1,0,1,1,0
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,Melissococcus plutonius,1302,1,0,2,5,1,18,27,38,43,29
NA,Mycoplasmatota,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,Mesoplasma florum,1303,0,0,0,0,2,0,1,0,1,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,g_Mesorhizobium,Mesorhizobium,1304,2,3,0,15,0,4,3,3,4,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium amorphae,Mesorhizobium amorphae,1305,3,11,0,22,0,26,21,25,28,23
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium australicum,Mesorhizobium australicum,1306,2,5,2,11,0,6642,4032,6522,6800,1416
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium ciceri,Mesorhizobium ciceri,1307,4,13,2,16,1,7032,4255,6945,7398,1243
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,Mesorhizobium loti,1308,3,11,0,22,0,15,16,15,16,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium opportunistum,Mesorhizobium opportunistum,1309,0,4,0,8,0,10,7,6,5,3
NA,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,Mesotoga prima,Mesotoga prima,1310,1,0,0,2,1,0,0,1,1,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus bathoardescens,Methanocaldococcus bathoardescens,1311,0,0,0,0,0,1,0,0,0,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus fervens,Methanocaldococcus fervens,1312,0,0,0,0,0,1,0,0,0,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus infernus,Methanocaldococcus infernus,1313,0,0,0,0,0,1,0,0,0,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,Methanocaldococcus jannaschii,1314,0,0,0,0,0,1,0,0,0,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp. FS406-22,Methanocaldococcus sp. FS406-22,1315,0,0,0,0,0,1,0,0,0,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus vulcanius,Methanocaldococcus vulcanius,1316,0,0,0,0,0,1,0,0,0,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii,Methanococcus vannielii,1317,0,0,0,0,0,2,0,0,0,1
NA,Methanobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,g_Methanocorpusculum,Methanocorpusculum,1318,0,0,0,0,0,0,0,0,0,1
NA,Methanobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum,1319,0,0,0,0,0,0,0,0,0,11
NA,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,f_Methanomassiliicoccaceae,f_Methanomassiliicoccaceae,Methanomassiliicoccaceae,1320,0,0,0,0,0,0,0,0,0,1
NA,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,Methanotorris igneus,Methanotorris igneus,1321,0,0,0,0,0,0,0,0,0,1
NA,Verrucomicrobiota,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum (ex Ratnadevi et al. 2023),Candidatus Methylacidiphilum fumarolicum,Methylacidiphilum fumariolicum,1322,0,0,0,0,0,0,0,0,0,32
NA,Verrucomicrobiota,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum (ex Ratnadevi et al. 2023),Candidatus Methylacidiphilum infernorum,Methylacidiphilum infernorum,1323,0,1,0,0,0,0,0,0,0,26
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium petroleiphilum,Methylibium petroleiphilum,1324,3,5,4,9,24,29,44,40,34,21
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,Methylobacillus flagellatus,Methylobacillus flagellatus,1325,5,1,0,6,17,54,70,50,54,22
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,f_Methylobacteriaceae,f_Methylobacteriaceae,Methylobacteriaceae,1326,0,0,0,1,0,0,0,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,g_Methylobacterium,Methylobacterium,1327,0,0,0,3,0,1,0,1,3,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum,Methylobacterium aquaticum,1328,0,5,0,7,1,3,6,3,2,1
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum extorquens,Methylobacterium extorquens,1329,3,1,0,5,2,22,16,5,11,11
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium nodulans,Methylobacterium nodulans,1330,0,4,0,7,1,24,30,29,18,10
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum populi,Methylobacterium populi,1331,3,1,0,5,2,22,16,5,11,11
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium radiotolerans,Methylobacterium radiotolerans,1332,13,21,11,15,47,39,43,44,45,7
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 4-46,Methylobacterium sp. 4-46,1333,0,6,0,8,1,3,6,3,2,1
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. AMS5,Methylobacterium sp. AMS5,1334,3,1,0,5,2,22,16,5,11,11
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. C1,Methylobacterium sp. C1,1335,0,3,0,3,3,4,7,3,6,6
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,g_Methyloceanibacter,Methyloceanibacter,1336,0,0,0,2,0,0,0,0,1,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,Methyloceanibacter caenitepidi,1337,2,8,4,15,2,47,30,33,46,9
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,g_Methylocella,Methylocella,1338,2,3,0,14,0,3,2,2,4,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,Methylocella silvestris,Methylocella silvestris,1339,1,13,0,21,2,82,83,71,79,65
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus,Methylococcus capsulatus,1340,2,4,0,19,25,28,56,57,53,22
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,g_Methylocystis,Methylocystis,1341,2,3,0,14,0,3,2,2,4,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis sp. SC2,Methylocystis sp. SC2,1342,0,4,0,11,0,35,22,32,34,11
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium,Methylotuvimicrobium alcaliphilum,Methylomicrobium alcaliphilum,1343,8,19,12,11,4,4,10,9,8,4
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,g_Methylomonas,Methylomonas,1344,0,0,0,0,0,3,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas denitrificans,Methylomonas denitrificans,1345,8,21,12,11,4,1,9,12,7,6
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas methanica,Methylomonas methanica,1346,2,7,5,6,3,1,6,3,6,6
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas sp. DH-1,Methylomonas sp. DH-1,1347,9,19,13,12,29,34,40,39,53,64
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga frappieri,Methylophaga frappieri,1348,69,82,65,81,63,39,79,66,84,16
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens,Methylophaga nitratireducenticrescens,1349,17,25,8,30,32,27,54,42,45,28
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,Methylophilus sp. TWE2,Methylophilus sp. TWE2,1350,0,0,0,1,1,7,16,5,2,1
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,g_Methylotenera,Methylotenera,1351,0,0,0,0,0,0,1,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera mobilis,Methylotenera mobilis,1352,1,2,0,2,7,8,16,4,3,0
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera versatilis,Methylotenera versatilis,1353,0,0,0,0,5,2,4,1,2,0
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis sp. RAC08,Methyloversatilis sp. RAC08,1354,0,1,0,2,9,3,2,3,8,2
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,g_Methylovorus,Methylovorus,1355,0,0,0,0,0,1,0,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus glucosotrophus,Methylovorus glucosotrophus,1356,2,0,0,5,21,37,42,37,42,17
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus sp. MP688,Methylovorus sp. MP688,1357,2,0,0,5,21,37,42,37,42,17
NA,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus,1358,6,5,2,2,6,9,8,2,7,9
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,g_Microbacterium,Microbacterium,1359,0,0,0,0,1,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium chocolatum,Microbacterium chocolatum,1360,0,0,0,0,1,0,0,0,0,8
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. BH-3-3-3,Microbacterium sp. BH3-3-3,1361,0,0,0,0,1,0,0,0,0,8
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. CGR1,Microbacterium sp. CGR1,1362,5,6,1,17,21,13,16,18,16,41
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. No. 7,Microbacterium sp. No. 7,1363,0,0,1,0,1,0,1,2,1,6
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. PAMC 28756,Microbacterium sp. PAMC 28756,1364,0,0,0,0,1,0,1,0,0,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. XT11,Microbacterium sp. XT11,1365,0,0,0,0,1,0,0,0,0,6
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium testaceum,Microbacterium testaceum,1366,0,0,0,0,2,0,0,0,0,8
NA,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,g_Microbulbifer,Microbulbifer,1367,0,1,0,1,2,1,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer aggregans,Microbulbifer sp. CCB-MM1,1368,0,2,1,2,10,14,16,15,19,3
NA,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer thermotolerans,Microbulbifer thermotolerans,1369,11,4,6,5,30,54,57,59,62,16
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus luteus,1370,0,0,1,0,14,2,8,1,1,9
NA,Cyanobacteriota,Cyanophyceae,Coleofasciculales,Coleofasciculaceae,Allocoleopsis,Allocoleopsis franciscana,Microcoleus sp. PCC 7113,1371,2,2,0,0,2,1,0,1,1,3
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,Microcystis aeruginosa,1372,2,2,1,0,0,0,1,0,0,1
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis panniformis,Microcystis panniformis,1373,2,2,1,0,0,0,1,0,0,1
NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus,Microlunatus phosphovorus,1374,0,0,0,0,2,0,1,0,0,1
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora aurantiaca (nom. illeg.),Micromonospora aurantiaca,1375,0,0,0,0,1,0,0,1,0,2
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. L5,Micromonospora sp. L5,1376,0,0,0,0,1,0,0,1,0,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microterricola,Microterricola viridarii,Microterricola viridarii,1377,0,0,0,0,4,0,3,0,0,3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Mitsuaria sp. 7,Mitsuaria sp. 7,1378,5,0,1,7,12,71,30,7,10,11
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii,Mobiluncus curtisii,1379,0,0,0,0,4,2,3,4,4,4
NA,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter marinus,Modestobacter marinus,1380,1,4,0,18,2,2,2,0,3,6
NA,Cyanobacteriota,Cyanophyceae,Coleofasciculales,Coleofasciculaceae,Moorena,Moorena producens,Moorea producens,1381,0,0,0,0,0,0,1,0,0,0
NA,Bacillota,Clostridia,Neomorellales,Neomoorellaceae,Neomoorella,Neomoorella thermoacetica,Moorella thermoacetica,1382,0,0,0,1,1,0,1,1,0,0
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis,1383,2,5,2,4,13,15,33,24,27,26
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,Moraxella osloensis,1384,0,0,0,0,2,6,4,1,6,2
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella ovis,Moraxella ovis,1385,2,4,0,3,8,18,33,25,29,29
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,Morganella morganii,1386,0,0,0,1,7,5,4,5,6,1
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,g_Moritella,Moritella,1387,0,0,0,0,0,0,0,0,0,1
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella viscosa,Moritella viscosa,1388,0,0,0,0,1,1,1,1,0,3
NA,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. PAMC 26640,Mucilaginibacter sp. PAMC 26640,1389,958,625,1073,349,14,154,154,147,195,211
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,Mucinivorans hirudinis,Mucinivorans hirudinis,1390,20,21,20,7,7,8,9,8,12,4
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas lutaonensis,Muricauda lutaonensis,1391,3,1,3,3,0,3,3,1,3,11
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas ruestringensis,Muricauda ruestringensis,1392,2,1,3,2,5,5,9,6,7,16
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,g_Mycobacterium,Mycobacterium,1393,0,1,0,0,0,2,1,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacterium abscessus,1394,2,4,0,5,10,1,7,5,5,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,Mycobacterium bovis,1395,35,49,30,82,7,12,20,29,11,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides chelonae,Mycobacterium chelonae,1396,2,4,0,5,10,1,7,5,5,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium chubuense,Mycobacterium chubuense,1397,0,0,0,0,0,1,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fortuitum,Mycobacterium fortuitum,1398,0,0,1,0,0,1,3,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium gilvum,Mycobacterium gilvum,1399,0,0,0,0,0,1,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium goodii,Mycobacterium goodii,1400,0,0,0,0,0,1,0,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides immunogenum,Mycobacterium immunogenum,1401,2,4,0,5,10,1,7,5,5,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium leprae,Mycobacterium leprae,1402,8,16,6,6,78,32,56,40,48,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,Mycobacterium neoaurum,1403,0,0,0,0,0,2,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,Mycobacterium smegmatis,1404,0,0,0,0,0,2,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JLS,Mycobacterium sp. JLS,1406,0,0,0,0,0,1,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. KMS,Mycobacterium sp. KMS,1407,0,0,0,0,0,1,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MCS,Mycobacterium sp. MCS,1408,0,0,0,0,0,1,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,Mycobacterium sp. NRRL B-3805,1409,0,0,0,0,0,2,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. QIA-37,Mycobacterium sp. QIA-37,1410,2,4,0,5,10,1,7,5,5,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. VKM Ac-1817D,Mycobacterium sp. VKM Ac-1817D,1411,0,0,1,0,0,1,3,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium adipatum,Mycobacterium sp. YC-RL4,1412,0,0,0,0,0,2,0,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. djl-10,Mycobacterium sp. djl-10,1405,0,0,0,0,0,1,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vaccae,Mycobacterium vaccae,1413,0,0,0,0,0,1,0,1,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vanbaalenii,Mycobacterium vanbaalenii,1414,0,0,0,0,0,1,0,1,0,0
NA,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,g_Mycoplasma,Mycoplasma,1415,0,0,0,0,1,1,1,0,1,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis agalactiae,Mycoplasma agalactiae,1416,0,2,0,1,0,3,1,2,0,8
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis arginini,Mycoplasma arginini,1417,0,1,0,3,2,4,1,3,0,9
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma arthritidis,Mycoplasma arthritidis,1418,0,1,0,3,3,2,1,2,1,6
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis bovis,Mycoplasma bovis,1419,0,2,0,1,0,3,1,2,0,8
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma bovoculi,Mycoplasma bovoculi,1420,0,2,1,1,2,3,0,3,2,2
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,Mycoplasma californicum,1421,0,0,0,1,0,1,0,3,1,4
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma canadense,Mycoplasma canadense,1422,0,1,0,3,3,2,1,2,1,6
NA,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma capricolum,Mycoplasma capricolum,1423,0,0,1,0,0,0,1,1,1,3
NA,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma crocodyli,Mycoplasma crocodyli,1424,1,0,0,0,0,0,0,0,0,0
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis cynos,Mycoplasma cynos,1425,0,0,0,0,0,0,0,0,0,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma dispar,Mycoplasma dispar,1426,2,3,2,2,2,3,0,4,4,2
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis fermentans,Mycoplasma fermentans,1427,0,2,0,1,0,3,3,2,0,8
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma flocculare,Mycoplasma flocculare,1428,2,3,2,2,2,2,0,6,4,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides gallisepticum,Mycoplasma gallisepticum,1429,0,0,0,0,0,0,0,0,0,2
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma hominis,Mycoplasma hominis,1430,0,1,0,3,3,2,1,2,1,6
