species,abundance,sample
Streptococcus oralis,5.87983286140671e-05,healthy_stool_500_1
Streptococcus oralis,0.000615546027175346,healthy_stool_500_10
Streptococcus oralis,8.56632574405071e-05,healthy_stool_500_50
Streptococcus oralis,0.002,healthy_stool_500_100
Weissella confusa,5.85432632707268e-05,healthy_stool_500_1
Weissella confusa,0.000612875807418017,healthy_stool_500_10
Weissella confusa,8.52916528611639e-05,healthy_stool_500_50
Weissella confusa,0.002,healthy_stool_500_100
Bifidobacterium ruminantium,5.70536444378901e-05,healthy_stool_500_1
Bifidobacterium ruminantium,0.000597281334306772,healthy_stool_500_10
Bifidobacterium ruminantium,8.31214278807384e-05,healthy_stool_500_50
Bifidobacterium ruminantium,0.002,healthy_stool_500_100
Holdemania filiformis,5.63594026869512e-05,healthy_stool_500_1
Holdemania filiformis,0.000590013478880224,healthy_stool_500_10
Holdemania filiformis,8.21099873986973e-05,healthy_stool_500_50
Holdemania filiformis,0.002,healthy_stool_500_100
Lactobacillus amylovorus,5.62411824874186e-05,healthy_stool_500_1
Lactobacillus amylovorus,0.000588775859106509,healthy_stool_500_10
Lactobacillus amylovorus,8.19377524453247e-05,healthy_stool_500_50
Lactobacillus amylovorus,0.002,healthy_stool_500_100
Criibacterium bergeronii,5.5950196817285e-05,healthy_stool_500_1
Criibacterium bergeronii,0.000585729597802189,healthy_stool_500_10
Criibacterium bergeronii,8.15138155586868e-05,healthy_stool_500_50
Criibacterium bergeronii,0.002,healthy_stool_500_100
Anaerotruncus colihominis,5.38969435167419e-05,healthy_stool_500_1
Anaerotruncus colihominis,0.000564234566536427,healthy_stool_500_10
Anaerotruncus colihominis,7.85224317860381e-05,healthy_stool_500_50
Anaerotruncus colihominis,0.002,healthy_stool_500_100
Stenotrophomonas pavanii,5.23373675761405e-05,healthy_stool_500_1
Stenotrophomonas pavanii,0.000547907728734343,healthy_stool_500_10
Stenotrophomonas pavanii,7.62502863280496e-05,healthy_stool_500_50
Stenotrophomonas pavanii,0.002,healthy_stool_500_100
Negativicoccus succinicivorans,5.22034917869227e-05,healthy_stool_500_1
Negativicoccus succinicivorans,0.00054650621423333,healthy_stool_500_10
Negativicoccus succinicivorans,7.60552427533915e-05,healthy_stool_500_50
Negativicoccus succinicivorans,0.002,healthy_stool_500_100
Limosilactobacillus fermentum,5.15342568766911e-05,healthy_stool_500_1
Limosilactobacillus fermentum,0.000539500149606153,healthy_stool_500_10
Limosilactobacillus fermentum,7.50802347258737e-05,healthy_stool_500_50
Limosilactobacillus fermentum,0.002,healthy_stool_500_100
Oxalobacter formigenes,5.0772971974171e-05,healthy_stool_500_1
Oxalobacter formigenes,0.000531530435018336,healthy_stool_500_10
Oxalobacter formigenes,7.39711191076697e-05,healthy_stool_500_50
Oxalobacter formigenes,0.002,healthy_stool_500_100
Enterocloster citroniae,4.97646101785321e-05,healthy_stool_500_1
Enterocloster citroniae,0.000520974129900635,healthy_stool_500_10
Enterocloster citroniae,7.25020372795117e-05,healthy_stool_500_50
Enterocloster citroniae,0.002,healthy_stool_500_100
Odoribacter laneus,4.89142113992696e-05,healthy_stool_500_1
Odoribacter laneus,0.000512071502862959,healthy_stool_500_10
Odoribacter laneus,7.12630916959867e-05,healthy_stool_500_50
Odoribacter laneus,0.002,healthy_stool_500_100
Citrobacter youngae,4.7526270801776e-05,healthy_stool_500_1
Citrobacter youngae,0.000497541475549595,healthy_stool_500_10
Citrobacter youngae,6.92410016890476e-05,healthy_stool_500_50
Citrobacter youngae,0.002,healthy_stool_500_100
Veillonella seminalis,4.73925501280965e-05,healthy_stool_500_1
Veillonella seminalis,0.000496141584917075,healthy_stool_500_10
Veillonella seminalis,6.90461841021446e-05,healthy_stool_500_50
Veillonella seminalis,0.002,healthy_stool_500_100
Candidatus Methanomassiliicoccus intestinalis,4.72899965979303e-05,healthy_stool_500_1
Candidatus Methanomassiliicoccus intestinalis,0.000495067975861264,healthy_stool_500_10
Candidatus Methanomassiliicoccus intestinalis,6.88967739120399e-05,healthy_stool_500_50
Candidatus Methanomassiliicoccus intestinalis,0.002,healthy_stool_500_100
Megasphaera micronuciformis,4.70090712784222e-05,healthy_stool_500_1
Megasphaera micronuciformis,0.000492127034027846,healthy_stool_500_10
Megasphaera micronuciformis,6.84874939455203e-05,healthy_stool_500_50
Megasphaera micronuciformis,0.002,healthy_stool_500_100
Klebsiella aerogenes,4.61699626944104e-05,healthy_stool_500_1
Klebsiella aerogenes,0.00048334260141842,healthy_stool_500_10
Klebsiella aerogenes,6.72649970421721e-05,healthy_stool_500_50
Klebsiella aerogenes,0.002,healthy_stool_500_100
Brachyspira pilosicoli,4.56257065893079e-05,healthy_stool_500_1
Brachyspira pilosicoli,0.000477644910835057,healthy_stool_500_10
Brachyspira pilosicoli,6.64720705773574e-05,healthy_stool_500_50
Brachyspira pilosicoli,0.002,healthy_stool_500_100
Sneathia vaginalis,4.44407900720614e-05,healthy_stool_500_1
Sneathia vaginalis,0.000465240295399253,healthy_stool_500_10
Sneathia vaginalis,6.47457662579161e-05,healthy_stool_500_50
Sneathia vaginalis,0.002,healthy_stool_500_100
Anaerococcus tetradius,4.43458372032709e-05,healthy_stool_500_1
Anaerococcus tetradius,0.000464246255899652,healthy_stool_500_10
Anaerococcus tetradius,6.46074294678126e-05,healthy_stool_500_50
Anaerococcus tetradius,0.002,healthy_stool_500_100
Staphylococcus epidermidis,4.3775621404869e-05,healthy_stool_500_1
Staphylococcus epidermidis,0.000458276799324743,healthy_stool_500_10
Staphylococcus epidermidis,6.37766823379791e-05,healthy_stool_500_50
Staphylococcus epidermidis,0.002,healthy_stool_500_100
Lactobacillus acidophilus,4.37240898071157e-05,healthy_stool_500_1
Lactobacillus acidophilus,0.000457737327012882,healthy_stool_500_10
Lactobacillus acidophilus,6.3701605977329e-05,healthy_stool_500_50
Lactobacillus acidophilus,0.002,healthy_stool_500_100
Dielma fastidiosa,4.33899487782961e-05,healthy_stool_500_1
Dielma fastidiosa,0.000454239282295383,healthy_stool_500_10
Dielma fastidiosa,6.32147960688179e-05,healthy_stool_500_50
Dielma fastidiosa,0.002,healthy_stool_500_100
Cetobacterium somerae,4.28071686212935e-05,healthy_stool_500_1
Cetobacterium somerae,0.000448138292372452,healthy_stool_500_10
Cetobacterium somerae,6.2365743930819e-05,healthy_stool_500_50
Cetobacterium somerae,0.002,healthy_stool_500_100
Streptococcus mutans,4.21904624801325e-05,healthy_stool_500_1
Streptococcus mutans,0.000441682139211741,healthy_stool_500_10
Streptococcus mutans,6.1467265042377e-05,healthy_stool_500_50
Streptococcus mutans,0.002,healthy_stool_500_100
Streptococcus gordonii,4.12205804176686e-05,healthy_stool_500_1
Streptococcus gordonii,0.000431528669471183,healthy_stool_500_10
Streptococcus gordonii,6.00542443194734e-05,healthy_stool_500_50
Streptococcus gordonii,0.002,healthy_stool_500_100
Limosilactobacillus reuteri,4.07160671294099e-05,healthy_stool_500_1
Limosilactobacillus reuteri,0.00042624703719413,healthy_stool_500_10
Limosilactobacillus reuteri,5.9319219145919e-05,healthy_stool_500_50
Limosilactobacillus reuteri,0.002,healthy_stool_500_100
Alloscardovia omnicolens,4.02312313551503e-05,healthy_stool_500_1
Alloscardovia omnicolens,0.000421171404234615,healthy_stool_500_10
Alloscardovia omnicolens,5.86128621333009e-05,healthy_stool_500_50
Alloscardovia omnicolens,0.002,healthy_stool_500_100
Dialister pneumosintes,3.92753872489007e-05,healthy_stool_500_1
Dialister pneumosintes,0.000411164894592773,healthy_stool_500_10
Dialister pneumosintes,5.72202933022363e-05,healthy_stool_500_50
Dialister pneumosintes,0.002,healthy_stool_500_100
Rothia mucilaginosa,3.91253572843392e-05,healthy_stool_500_1
Rothia mucilaginosa,0.00040959426578716,healthy_stool_500_10
Rothia mucilaginosa,5.70017147170799e-05,healthy_stool_500_50
Rothia mucilaginosa,0.002,healthy_stool_500_100
Enterocloster lavalensis,3.82707925449058e-05,healthy_stool_500_1
Enterocloster lavalensis,0.000400648026281357,healthy_stool_500_10
Enterocloster lavalensis,5.57566997481314e-05,healthy_stool_500_50
Enterocloster lavalensis,0.002,healthy_stool_500_100
Leuconostoc mesenteroides,3.80887090623266e-05,healthy_stool_500_1
Leuconostoc mesenteroides,0.0003987418366505,healthy_stool_500_10
Leuconostoc mesenteroides,5.5491422407576e-05,healthy_stool_500_50
Leuconostoc mesenteroides,0.002,healthy_stool_500_100
Faecalicoccus pleomorphus,3.68310655169889e-05,healthy_stool_500_1
Faecalicoccus pleomorphus,0.000385575858872177,healthy_stool_500_10
Faecalicoccus pleomorphus,5.36591621149445e-05,healthy_stool_500_50
Faecalicoccus pleomorphus,0.002,healthy_stool_500_100
Romboutsia ilealis,3.67502835605885e-05,healthy_stool_500_1
Romboutsia ilealis,0.000384730171358573,healthy_stool_500_10
Romboutsia ilealis,5.35414709204703e-05,healthy_stool_500_50
Romboutsia ilealis,0.002,healthy_stool_500_100
Veillonella infantium,3.62683395831497e-05,healthy_stool_500_1
Veillonella infantium,0.000379684811947412,healthy_stool_500_10
Veillonella infantium,5.28393269652871e-05,healthy_stool_500_50
Veillonella infantium,0.002,healthy_stool_500_100
Blautia producta,3.55590294656351e-05,healthy_stool_500_1
Blautia producta,0.000372259209295724,healthy_stool_500_10
Blautia producta,5.18059333870337e-05,healthy_stool_500_50
Blautia producta,0.002,healthy_stool_500_100
Weissella cibaria,3.53258021741484e-05,healthy_stool_500_1
Weissella cibaria,0.000369817607024241,healthy_stool_500_10
Weissella cibaria,5.1466144655216e-05,healthy_stool_500_50
Weissella cibaria,0.002,healthy_stool_500_100
Latilactobacillus sakei,3.47242862760577e-05,healthy_stool_500_1
Latilactobacillus sakei,0.000363520476985345,healthy_stool_500_10
Latilactobacillus sakei,5.05897964247941e-05,healthy_stool_500_50
Latilactobacillus sakei,0.002,healthy_stool_500_100
Streptococcus pasteurianus,3.38621984330177e-05,healthy_stool_500_1
Streptococcus pasteurianus,0.000354495479857578,healthy_stool_500_10
Streptococcus pasteurianus,4.93338210497219e-05,healthy_stool_500_50
Streptococcus pasteurianus,0.002,healthy_stool_500_100
Klebsiella oxytoca,3.3375656387837e-05,healthy_stool_500_1
Klebsiella oxytoca,0.000349401984344627,healthy_stool_500_10
Klebsiella oxytoca,4.86249781717974e-05,healthy_stool_500_50
Klebsiella oxytoca,0.002,healthy_stool_500_100
Latilactobacillus curvatus,3.11052080946567e-05,healthy_stool_500_1
Latilactobacillus curvatus,0.000325633189215308,healthy_stool_500_10
Latilactobacillus curvatus,4.53171631160217e-05,healthy_stool_500_50
Latilactobacillus curvatus,0.002,healthy_stool_500_100
Peptostreptococcus anaerobius,3.07929937551412e-05,healthy_stool_500_1
Peptostreptococcus anaerobius,0.00032236468990851,healthy_stool_500_10
Peptostreptococcus anaerobius,4.48622981908963e-05,healthy_stool_500_50
Peptostreptococcus anaerobius,0.002,healthy_stool_500_100
Schaalia odontolytica,3.07522759263425e-05,healthy_stool_500_1
Schaalia odontolytica,0.00032193842442881,healthy_stool_500_10
Schaalia odontolytica,4.48029764051752e-05,healthy_stool_500_50
Schaalia odontolytica,0.002,healthy_stool_500_100
Adlercreutzia caecimuris,3.03079917856621e-05,healthy_stool_500_1
Adlercreutzia caecimuris,0.000317287317089895,healthy_stool_500_10
Adlercreutzia caecimuris,4.41556990485408e-05,healthy_stool_500_50
Adlercreutzia caecimuris,0.002,healthy_stool_500_100
Akkermansia glycaniphila,2.75279113914599e-05,healthy_stool_500_1
Akkermansia glycaniphila,0.000288183302023218,healthy_stool_500_10
Akkermansia glycaniphila,4.01054012232914e-05,healthy_stool_500_50
Akkermansia glycaniphila,0.002,healthy_stool_500_100
Bacteroides fluxus,2.75182942280865e-05,healthy_stool_500_1
Bacteroides fluxus,0.000288082622176584,healthy_stool_500_10
Bacteroides fluxus,4.00913899824735e-05,healthy_stool_500_50
Bacteroides fluxus,0.002,healthy_stool_500_100
Alistipes timonensis,2.67881986284422e-05,healthy_stool_500_1
Alistipes timonensis,0.000280439421146687,healthy_stool_500_10
Alistipes timonensis,3.90277140450328e-05,healthy_stool_500_50
Alistipes timonensis,0.002,healthy_stool_500_100
Solobacterium moorei,2.57966557890254e-05,healthy_stool_500_1
Solobacterium moorei,0.000270059189769989,healthy_stool_500_10
Solobacterium moorei,3.75831357463237e-05,healthy_stool_500_50
Solobacterium moorei,0.002,healthy_stool_500_100
Enterocloster asparagiformis,2.57951600320492e-05,healthy_stool_500_1
Enterocloster asparagiformis,0.000270043531038082,healthy_stool_500_10
Enterocloster asparagiformis,3.7580956578685e-05,healthy_stool_500_50
Enterocloster asparagiformis,0.002,healthy_stool_500_100
Lactobacillus johnsonii,2.56535063065548e-05,healthy_stool_500_1
Lactobacillus johnsonii,0.00026856059113115,healthy_stool_500_10
Lactobacillus johnsonii,3.73745813323055e-05,healthy_stool_500_50
Lactobacillus johnsonii,0.002,healthy_stool_500_100
Bacteroides nordii,2.54844636088725e-05,healthy_stool_500_1
Bacteroides nordii,0.000266790922444404,healthy_stool_500_10
Bacteroides nordii,3.71283031051633e-05,healthy_stool_500_50
Bacteroides nordii,0.002,healthy_stool_500_100
Cutibacterium acnes,2.50713244523426e-05,healthy_stool_500_1
Cutibacterium acnes,0.000262465864700982,healthy_stool_500_10
Cutibacterium acnes,3.6526400861362e-05,healthy_stool_500_50
Cutibacterium acnes,0.002,healthy_stool_500_100
Streptococcus macedonicus,2.44931423630819e-05,healthy_stool_500_1
Streptococcus macedonicus,0.00025641301087984,healthy_stool_500_10
Streptococcus macedonicus,3.56840476461044e-05,healthy_stool_500_50
Streptococcus macedonicus,0.002,healthy_stool_500_100
Proteus mirabilis,2.41334294298085e-05,healthy_stool_500_1
Proteus mirabilis,0.000252647259842028,healthy_stool_500_10
Proteus mirabilis,3.51599820419622e-05,healthy_stool_500_50
Proteus mirabilis,0.002,healthy_stool_500_100
Acinetobacter johnsonii,2.40178683537892e-05,healthy_stool_500_1
Acinetobacter johnsonii,0.000251437477813925,healthy_stool_500_10
Acinetobacter johnsonii,3.49916211643917e-05,healthy_stool_500_50
Acinetobacter johnsonii,0.002,healthy_stool_500_100
Prevotella amnii,2.35228725117722e-05,healthy_stool_500_1
Prevotella amnii,0.000246255481468047,healthy_stool_500_10
Prevotella amnii,3.42704619538128e-05,healthy_stool_500_50
Prevotella amnii,0.002,healthy_stool_500_100
Citrobacter koseri,2.33520681447623e-05,healthy_stool_500_1
Citrobacter koseri,0.000244467370274832,healthy_stool_500_10
Citrobacter koseri,3.40216171514517e-05,healthy_stool_500_50
Citrobacter koseri,0.002,healthy_stool_500_100
Atopobium minutum,2.33068852043973e-05,healthy_stool_500_1
Atopobium minutum,0.000243994360580623,healthy_stool_500_10
Atopobium minutum,3.39557901467794e-05,healthy_stool_500_50
Atopobium minutum,0.002,healthy_stool_500_100
Streptococcus sanguinis,2.30753087854252e-05,healthy_stool_500_1
Streptococcus sanguinis,0.000241570040909542,healthy_stool_500_10
Streptococcus sanguinis,0.00273396228529069,healthy_stool_500_50
Streptococcus sanguinis,0.002,healthy_stool_500_100
Amedibacillus dolichus,2.28992637291577e-05,healthy_stool_500_1
Amedibacillus dolichus,0.000239727066159348,healthy_stool_500_10
Amedibacillus dolichus,0.00271310446930986,healthy_stool_500_50
Amedibacillus dolichus,0.002,healthy_stool_500_100
Blautia argi,2.25693994573221e-05,healthy_stool_500_1
Blautia argi,0.000236273793816043,healthy_stool_500_10
Blautia argi,0.00267402215466569,healthy_stool_500_50
Blautia argi,0.002,healthy_stool_500_100
Ligilactobacillus animalis,2.2362098620091e-05,healthy_stool_500_1
Ligilactobacillus animalis,0.000234103609564288,healthy_stool_500_10
Ligilactobacillus animalis,0.00264946115416211,healthy_stool_500_50
Ligilactobacillus animalis,0.002,healthy_stool_500_100
Rikenella microfusus,2.21754170697699e-05,healthy_stool_500_1
Rikenella microfusus,0.000232149283831642,healthy_stool_500_10
Rikenella microfusus,0.00262734312650391,healthy_stool_500_50
Rikenella microfusus,0.002,healthy_stool_500_100
Clostridium paraputrificum,2.10604022618815e-05,healthy_stool_500_1
Clostridium paraputrificum,0.000220476453133642,healthy_stool_500_10
Clostridium paraputrificum,0.00249523618654249,healthy_stool_500_50
Clostridium paraputrificum,0.002,healthy_stool_500_100
Allisonella histaminiformans,2.04582991406816e-05,healthy_stool_500_1
Allisonella histaminiformans,0.000214173175592589,healthy_stool_500_10
Allisonella histaminiformans,0.00242389901656034,healthy_stool_500_50
Allisonella histaminiformans,0.002,healthy_stool_500_100
Massilimicrobiota timonensis,2.03406329252142e-05,healthy_stool_500_1
Massilimicrobiota timonensis,0.000212941355349209,healthy_stool_500_10
Massilimicrobiota timonensis,0.00240995792487953,healthy_stool_500_50
Massilimicrobiota timonensis,0.002,healthy_stool_500_100
Cloacibacillus porcorum,2.02136930164939e-05,healthy_stool_500_1
Cloacibacillus porcorum,0.000211612450968004,healthy_stool_500_10
Cloacibacillus porcorum,0.00239491808614252,healthy_stool_500_50
Cloacibacillus porcorum,0.002,healthy_stool_500_100
Lactiplantibacillus plantarum,2.02031340802095e-05,healthy_stool_500_1
Lactiplantibacillus plantarum,0.000211501911919799,healthy_stool_500_10
Lactiplantibacillus plantarum,0.00239366706350864,healthy_stool_500_50
Lactiplantibacillus plantarum,0.002,healthy_stool_500_100
Jonquetella anthropi,1.98265578719887e-05,healthy_stool_500_1
Jonquetella anthropi,0.000207559623178557,healthy_stool_500_10
Jonquetella anthropi,0.00234905031924805,healthy_stool_500_50
Jonquetella anthropi,0.002,healthy_stool_500_100
Lacticaseibacillus rhamnosus,1.93671499663258e-05,healthy_stool_500_1
Lacticaseibacillus rhamnosus,0.000202750188661467,healthy_stool_500_10
Lacticaseibacillus rhamnosus,0.00229461967655,healthy_stool_500_50
Lacticaseibacillus rhamnosus,0.002,healthy_stool_500_100
Pyramidobacter piscolens,1.87852229447838e-05,healthy_stool_500_1
Pyramidobacter piscolens,0.000196658130015253,healthy_stool_500_10
Pyramidobacter piscolens,0.00222567297059335,healthy_stool_500_50
Pyramidobacter piscolens,0.002,healthy_stool_500_100
Lactobacillus gasseri,1.87362175143683e-05,healthy_stool_500_1
Lactobacillus gasseri,0.000196145103561725,healthy_stool_500_10
Lactobacillus gasseri,0.00221986680783401,healthy_stool_500_50
Lactobacillus gasseri,0.002,healthy_stool_500_100
Pseudomonas fragi,1.85295814580155e-05,healthy_stool_500_1
Pseudomonas fragi,0.000193981878746374,healthy_stool_500_10
Pseudomonas fragi,0.00219538457056026,healthy_stool_500_50
Pseudomonas fragi,0.002,healthy_stool_500_100
Fusobacterium ulcerans,1.84890741431616e-05,healthy_stool_500_1
Fusobacterium ulcerans,0.000193557817088201,healthy_stool_500_10
Fusobacterium ulcerans,0.0021905852644223,healthy_stool_500_50
Fusobacterium ulcerans,0.002,healthy_stool_500_100
Streptococcus australis,1.8436766967717e-05,healthy_stool_500_1
Streptococcus australis,0.00019301022543387,healthy_stool_500_10
Streptococcus australis,0.00218438791095478,healthy_stool_500_50
Streptococcus australis,0.002,healthy_stool_500_100
Gemella sanguinis,1.8419449425836e-05,healthy_stool_500_1
Gemella sanguinis,0.000192828932115564,healthy_stool_500_10
Gemella sanguinis,0.00218233612881757,healthy_stool_500_50
Gemella sanguinis,0.002,healthy_stool_500_100
Porphyromonas uenonis,1.82034067200547e-05,healthy_stool_500_1
Porphyromonas uenonis,0.000190567231275107,healthy_stool_500_10
Porphyromonas uenonis,0.00215673939184167,healthy_stool_500_50
Porphyromonas uenonis,0.002,healthy_stool_500_100
Hafnia alvei,1.80658081579182e-05,healthy_stool_500_1
Hafnia alvei,0.000189126743930236,healthy_stool_500_10
Hafnia alvei,0.0021404367159863,healthy_stool_500_50
Hafnia alvei,0.002,healthy_stool_500_100
Pseudolactococcus raffinolactis,1.79775252572738e-05,healthy_stool_500_1
Pseudolactococcus raffinolactis,0.000188202530775881,healthy_stool_500_10
Pseudolactococcus raffinolactis,0.0021299769590642,healthy_stool_500_50
Pseudolactococcus raffinolactis,0.002,healthy_stool_500_100
Harryflintia acetispora,1.78520367868045e-05,healthy_stool_500_1
Harryflintia acetispora,0.000186888821164156,healthy_stool_500_10
Harryflintia acetispora,0.00211510908671232,healthy_stool_500_50
Harryflintia acetispora,0.002,healthy_stool_500_100
Actinomyces oris,1.73689183631473e-05,healthy_stool_500_1
Actinomyces oris,0.000181831166748682,healthy_stool_500_10
Actinomyces oris,0.00205786922215016,healthy_stool_500_50
Actinomyces oris,0.002,healthy_stool_500_100
Dialister micraerophilus,1.72908176896229e-05,healthy_stool_500_1
Dialister micraerophilus,0.000181013548961904,healthy_stool_500_10
Dialister micraerophilus,0.00204861585536504,healthy_stool_500_50
Dialister micraerophilus,0.002,healthy_stool_500_100
Hallella bergensis,1.66131068231923e-05,healthy_stool_500_1
Hallella bergensis,0.000173918751520585,healthy_stool_500_10
Hallella bergensis,0.00196832068070964,healthy_stool_500_50
Hallella bergensis,0.002,healthy_stool_500_100
Lawsonella clevelandensis,1.63699410575744e-05,healthy_stool_500_1
Lawsonella clevelandensis,0.000171373105674874,healthy_stool_500_10
Lawsonella clevelandensis,0.00193951040395646,healthy_stool_500_50
Lawsonella clevelandensis,0.002,healthy_stool_500_100
Mogibacterium diversum,1.62831539139062e-05,healthy_stool_500_1
Mogibacterium diversum,0.000170464551252427,healthy_stool_500_10
Mogibacterium diversum,0.00192922786430148,healthy_stool_500_50
Mogibacterium diversum,0.002,healthy_stool_500_100
Parvimonas micra,1.61528014633437e-05,healthy_stool_500_1
Parvimonas micra,0.000169099921764351,healthy_stool_500_10
Parvimonas micra,0.00191378370765132,healthy_stool_500_50
Parvimonas micra,0.002,healthy_stool_500_100
Plesiomonas shigelloides,1.61157620887385e-05,healthy_stool_500_1
Plesiomonas shigelloides,0.000168712165166082,healthy_stool_500_10
Plesiomonas shigelloides,0.00190939528302901,healthy_stool_500_50
Plesiomonas shigelloides,0.002,healthy_stool_500_100
Gemelliphila asaccharolytica,1.60493504789917e-05,healthy_stool_500_1
Gemelliphila asaccharolytica,0.000168016917469395,healthy_stool_500_10
Gemelliphila asaccharolytica,0.00190152683636848,healthy_stool_500_50
Gemelliphila asaccharolytica,0.002,healthy_stool_500_100
Haemophilus pittmaniae,1.59155744069057e-05,healthy_stool_500_1
Haemophilus pittmaniae,0.000166616446883843,healthy_stool_500_10
Haemophilus pittmaniae,0.00188567704908466,healthy_stool_500_50
Haemophilus pittmaniae,0.002,healthy_stool_500_100
Blautia producta,1.5579981939835e-05,healthy_stool_500_1
Blautia producta,0.000163103207396863,healthy_stool_500_10
Blautia producta,0.00184591605794341,healthy_stool_500_50
Blautia producta,0.002,healthy_stool_500_100
Varibaculum cambriense,1.54071610708274e-05,healthy_stool_500_1
Varibaculum cambriense,0.000161293985913224,healthy_stool_500_10
Varibaculum cambriense,0.00182544024362727,healthy_stool_500_50
Varibaculum cambriense,0.002,healthy_stool_500_100
Ureaplasma parvum,1.53492475766421e-05,healthy_stool_500_1
Ureaplasma parvum,0.000160687703011892,healthy_stool_500_10
Ureaplasma parvum,0.00181857865358814,healthy_stool_500_50
Ureaplasma parvum,0.002,healthy_stool_500_100
Streptococcus infantis,1.52387831540235e-05,healthy_stool_500_1
Streptococcus infantis,0.000159531276662881,healthy_stool_500_10
Streptococcus infantis,0.00180549083023054,healthy_stool_500_50
Streptococcus infantis,0.002,healthy_stool_500_100
Fusobacterium gonidiaformans,1.5062339229229e-05,healthy_stool_500_1
Fusobacterium gonidiaformans,0.000157684126250846,healthy_stool_500_10
Fusobacterium gonidiaformans,0.00178458575631181,healthy_stool_500_50
Fusobacterium gonidiaformans,0.002,healthy_stool_500_100
Aeriscardovia aeriphila,1.49619794759612e-05,healthy_stool_500_1
Aeriscardovia aeriphila,0.000156633483335164,healthy_stool_500_10
Aeriscardovia aeriphila,0.0017726951340477,healthy_stool_500_50
Aeriscardovia aeriphila,0.002,healthy_stool_500_100
Hafnia paralvei,1.49485952209439e-05,healthy_stool_500_1
Hafnia paralvei,0.000156493366682245,healthy_stool_500_10
Hafnia paralvei,0.00177110936768702,healthy_stool_500_50
Hafnia paralvei,0.002,healthy_stool_500_100
Enterobacter mori,1.48132015153872e-05,healthy_stool_500_1
Enterobacter mori,0.000155075961468112,healthy_stool_500_10
Enterobacter mori,0.00175506792321061,healthy_stool_500_50
Enterobacter mori,0.002,healthy_stool_500_100
Lactobacillus crispatus,1.4717971654564e-05,healthy_stool_500_1
Lactobacillus crispatus,0.000154079022203342,healthy_stool_500_10
Lactobacillus crispatus,0.00174378509053672,healthy_stool_500_50
Lactobacillus crispatus,0.002,healthy_stool_500_100
Kosakonia cowanii,1.42917252350494e-05,healthy_stool_500_1
Kosakonia cowanii,0.000149616747572169,healthy_stool_500_10
Kosakonia cowanii,0.00169328342028695,healthy_stool_500_50
Kosakonia cowanii,0.002,healthy_stool_500_100
Enterobacter bugandensis,1.42550847289712e-05,healthy_stool_500_1
Enterobacter bugandensis,0.000149233166635742,healthy_stool_500_10
Enterobacter bugandensis,0.00168894225360254,healthy_stool_500_50
Enterobacter bugandensis,0.002,healthy_stool_500_100
Sanguibacteroides justesenii,1.42526361194026e-05,healthy_stool_500_1
Sanguibacteroides justesenii,0.000149207532711656,healthy_stool_500_10
Sanguibacteroides justesenii,0.00168865214237265,healthy_stool_500_50
Sanguibacteroides justesenii,0.002,healthy_stool_500_100
Clostridium celatum,1.42357063663674e-05,healthy_stool_500_1
Clostridium celatum,0.000149030299064586,healthy_stool_500_10
Clostridium celatum,0.00168664630545285,healthy_stool_500_50
Clostridium celatum,0.002,healthy_stool_500_100
Morganella morganii,1.41061073341337e-05,healthy_stool_500_1
Morganella morganii,0.000147673556937768,healthy_stool_500_10
Morganella morganii,0.0016712914137965,healthy_stool_500_50
Morganella morganii,0.002,healthy_stool_500_100
Raoultella ornithinolytica,1.40577666845966e-05,healthy_stool_500_1
Raoultella ornithinolytica,0.000147167489920643,healthy_stool_500_10
Raoultella ornithinolytica,0.00166556401426699,healthy_stool_500_50
Raoultella ornithinolytica,0.002,healthy_stool_500_100
Citrobacter portucalensis,1.3922915883424e-05,healthy_stool_500_1
Citrobacter portucalensis,0.000145755768246239,healthy_stool_500_10
Citrobacter portucalensis,0.00164958689309494,healthy_stool_500_50
Citrobacter portucalensis,0.002,healthy_stool_500_100
Citrobacter braakii,1.38915825446912e-05,healthy_stool_500_1
Citrobacter braakii,0.000145427746810431,healthy_stool_500_10
Citrobacter braakii,0.00164587451952871,healthy_stool_500_50
Citrobacter braakii,0.002,healthy_stool_500_100
Anaerococcus lactolyticus,1.3272040005116e-05,healthy_stool_500_1
Anaerococcus lactolyticus,0.000138941900054399,healthy_stool_500_10
Anaerococcus lactolyticus,0.00157247112748389,healthy_stool_500_50
Anaerococcus lactolyticus,0.002,healthy_stool_500_100
Corynebacterium pyruviciproducens,1.25495561465288e-05,healthy_stool_500_1
Corynebacterium pyruviciproducens,0.000131378384571319,healthy_stool_500_10
Corynebacterium pyruviciproducens,0.0014868712492991,healthy_stool_500_50
Corynebacterium pyruviciproducens,0.002,healthy_stool_500_100
Streptococcus sobrinus,1.24062737078824e-05,healthy_stool_500_1
Streptococcus sobrinus,0.0001298783940452,healthy_stool_500_10
Streptococcus sobrinus,0.00146989514782864,healthy_stool_500_50
Streptococcus sobrinus,0.002,healthy_stool_500_100
Methanobrevibacter woesei,1.22459396397065e-05,healthy_stool_500_1
Methanobrevibacter woesei,0.000128199893975337,healthy_stool_500_10
Methanobrevibacter woesei,0.00145089876951291,healthy_stool_500_50
Methanobrevibacter woesei,0.002,healthy_stool_500_100
Megamonas rupellensis,1.17835180607285e-05,healthy_stool_500_1
Megamonas rupellensis,0.000123358910013219,healthy_stool_500_10
Megamonas rupellensis,0.00139611106683961,healthy_stool_500_50
